"type","id","name","delta","value","unit"
"recordings","9584","nhm_tape_number","0","608r3",""
"recordings","9584","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20150519102734.jpg",""
"recordings","9584","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20150519102801.jpg",""
"recordings","9584","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20150519102824.jpg",""
"recordings","9584","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20150519102845.jpg",""
"recordings","9584","peak_meter_reading","0","Small deflection",""
"recordings","9584","power_supply","0","Z 214",""
"recordings","9584","project","0","Natural History Museum Sound Archive",""
"recordings","9584","substrate_cage","0","In thistle clump",""
"recordings","9584","tape","0","BASF LP35LH",""
"recordings","9584","tape_speed","0","19","<raw>"
"recordings","9584","temperature_end","0","18","<raw>"
"recordings","9584","temperature_start","0","18","<raw>"
"recordings","9584","track","0","1/2 upper",""
"recordings","9584","verbatim_species","0","Metrioptera caprai",""
"recordings","9584","windshield","0","AKG W10",""
"recordings","9585","air_movement","0","Intermittent breeze",""
"recordings","9585","biotic_factors","0","Courtship song next to female of Stenobothrus apenninus",""
"recordings","9585","cd_id","0","425",""
"recordings","9585","cd_track","0","24",""
"recordings","9585","gain_control_position","0","100%",""
"recordings","9585","light","0","Continuous sun",""
"recordings","9585","microphone_distance","0","6","<raw>"
"recordings","9585","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9585","nhm_tape_number","0","608r4",""
"recordings","9585","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20180403133458.jpg",""
"recordings","9585","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20180403133518.jpg",""
"recordings","9585","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20180403133534.jpg",""
"recordings","9585","peak_meter_reading","0","Small deflection",""
"recordings","9585","power_supply","0","Z 214",""
"recordings","9585","project","0","Natural History Museum Sound Archive",""
"recordings","9585","substrate_cage","0","On grass",""
"recordings","9585","tape","0","BASF LP35LH",""
"recordings","9585","tape_speed","0","19","<raw>"
"recordings","9585","temperature_end","0","18","<raw>"
"recordings","9585","temperature_start","0","18","<raw>"
"recordings","9585","track","0","1/2 upper",""
"recordings","9585","verbatim_species","0","Stenobothrus lineatus",""
"recordings","9585","windshield","0","AKG W10",""
"recordings","9586","air_movement","0","Intermittent breeze",""
"recordings","9586","cd_id","0","425",""
"recordings","9586","cd_track","0","25",""
"recordings","9586","gain_control_position","0","100%",""
"recordings","9586","light","0","Continuous sun",""
"recordings","9586","microphone_distance","0","10","<raw>"
"recordings","9586","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9586","nhm_tape_number","0","608r5",""
"recordings","9586","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20160526151331.jpg",""
"recordings","9586","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20160526151355.jpg",""
"recordings","9586","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20160526153952.jpg",""
"recordings","9586","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20160526154012.jpg",""
"recordings","9586","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20160526154033.jpg",""
"recordings","9586","peak_meter_reading","0","Small deflection",""
"recordings","9586","power_supply","0","Z 214",""
"recordings","9586","project","0","Natural History Museum Sound Archive",""
"recordings","9586","substrate_cage","0","On grass",""
"recordings","9586","tape","0","BASF LP35LH",""
"recordings","9586","tape_speed","0","19","<raw>"
"recordings","9586","temperature_end","0","18","<raw>"
"recordings","9586","temperature_start","0","18","<raw>"
"recordings","9586","track","0","1/2 upper",""
"recordings","9586","verbatim_species","0","Chorthippus apricarius",""
"recordings","9586","windshield","0","AKG W10",""
"recordings","9587","air_movement","0","Intermittent breeze",""
"recordings","9587","biotic_factors","0","Courtship song next to female",""
"recordings","9587","cd_id","0","426",""
"recordings","9587","cd_track","0","1",""
"recordings","9587","gain_control_position","0","100%",""
"recordings","9587","light","0","Continuous sun",""
"recordings","9587","microphone_distance","0","8","<raw>"
"recordings","9587","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9587","nhm_tape_number","0","608r6",""
"recordings","9587","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20160526151541.jpg",""
"recordings","9587","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20160526151614.jpg",""
"recordings","9587","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20160526151633.jpg",""
"recordings","9587","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20160526151700.jpg",""
"recordings","9587","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20160526151746.jpg",""
"recordings","9587","original_trace_image","4","https://bio.acousti.ca/sites/default/files/20160526151809.jpg",""
"recordings","9587","peak_meter_reading","0","Small deflection",""
"recordings","9587","power_supply","0","Z 214",""
"recordings","9587","project","0","Natural History Museum Sound Archive",""
"recordings","9587","substrate_cage","0","On ground",""
"recordings","9587","tape","0","BASF LP35LH",""
"recordings","9587","tape_speed","0","19","<raw>"
"recordings","9587","temperature_end","0","18","<raw>"
"recordings","9587","temperature_start","0","18","<raw>"
"recordings","9587","track","0","1/2 upper",""
"recordings","9587","verbatim_species","0","Chorthippus apricarius",""
"recordings","9587","windshield","0","AKG W10",""
"recordings","9588","cd_id","0","426",""
"recordings","9588","cd_track","0","2",""
"recordings","9588","nhm_tape_number","0","609r1",""
"recordings","9588","project","0","Natural History Museum Sound Archive",""
"recordings","9588","verbatim_species","0","Chorthippus dorsatus",""
"recordings","9589","air_movement","0","Intermittent breeze",""
"recordings","9589","cd_id","0","426",""
"recordings","9589","cd_track","0","3",""
"recordings","9589","extraneous_noise","0","Another conspecific male",""
"recordings","9589","gain_control_position","0","100%",""
"recordings","9589","light","0","Continuous sun",""
"recordings","9589","microphone_distance","0","10","<raw>"
"recordings","9589","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9589","nhm_tape_number","0","609r2",""
"recordings","9589","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20160526151831.jpg",""
"recordings","9589","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20160526151855.jpg",""
"recordings","9589","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20160526151916.jpg",""
"recordings","9589","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20160526151934.jpg",""
"recordings","9589","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20160526151953.jpg",""
"recordings","9589","peak_meter_reading","0","Small deflection",""
"recordings","9589","power_supply","0","Z 214",""
"recordings","9589","project","0","Natural History Museum Sound Archive",""
"recordings","9589","substrate_cage","0","On grass",""
"recordings","9589","tape","0","BASF LP35LH",""
"recordings","9589","tape_speed","0","19","<raw>"
"recordings","9589","temperature_end","0","19","<raw>"
"recordings","9589","temperature_start","0","19","<raw>"
"recordings","9589","track","0","1/2 upper",""
"recordings","9589","verbatim_species","0","Chorthippus apricarius",""
"recordings","9589","windshield","0","AKG W10",""
"recordings","9590","air_movement","0","Intermittent breeze",""
"recordings","9590","cd_id","0","426",""
"recordings","9590","cd_track","0","4",""
"recordings","9590","gain_control_position","0","100%",""
"recordings","9590","light","0","Continuous sun",""
"recordings","9590","microphone_distance","0","10","<raw>"
"recordings","9590","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9590","nhm_tape_number","0","609r3",""
"recordings","9590","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20160526152014.jpg",""
"recordings","9590","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20160526152037.jpg",""
"recordings","9590","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20160526155027.jpg",""
"recordings","9590","peak_meter_reading","0","Small deflection",""
"recordings","9590","power_supply","0","Z 214",""
"recordings","9590","project","0","Natural History Museum Sound Archive",""
"recordings","9590","substrate_cage","0","On grass",""
"recordings","9590","tape","0","BASF LP35LH",""
"recordings","9590","tape_speed","0","19","<raw>"
"recordings","9590","temperature_end","0","19","<raw>"
"recordings","9590","temperature_start","0","19","<raw>"
"recordings","9590","track","0","1/2 upper",""
"recordings","9590","verbatim_species","0","Chorthippus apricarius",""
"recordings","9590","windshield","0","AKG W10",""
"recordings","9591","cd_id","0","426",""
"recordings","9591","cd_track","0","5",""
"recordings","9591","nhm_tape_number","0","609r4",""
"recordings","9591","project","0","Natural History Museum Sound Archive",""
"recordings","9591","verbatim_species","0","Chorthippus  rubratibialis",""
"recordings","9592","air_movement","0","Intermittent breeze",""
"recordings","9592","biotic_factors","0","Courtship song next to female. Recording is of the beginning of the courtship song by a male that has found a female. Towards the end of the recording the male loses the female.",""
"recordings","9592","cd_id","0","426",""
"recordings","9592","cd_track","0","6",""
"recordings","9592","extraneous_noise","0","Bird calls",""
"recordings","9592","gain_control_position","0","90%",""
"recordings","9592","light","0","Continuous sun",""
"recordings","9592","microphone_distance","0","10","<raw>"
"recordings","9592","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9592","nhm_tape_number","0","609r5",""
"recordings","9592","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20170620142240.jpg",""
"recordings","9592","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20170620142305.jpg",""
"recordings","9592","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20170620142331.jpg",""
"recordings","9592","peak_meter_reading","0","Small deflection",""
"recordings","9592","power_supply","0","Z 214",""
"recordings","9592","project","0","Natural History Museum Sound Archive",""
"recordings","9592","substrate_cage","0","On grass",""
"recordings","9592","tape","0","BASF LP35LH",""
"recordings","9592","tape_speed","0","19","<raw>"
"recordings","9592","temperature_end","0","19","<raw>"
"recordings","9592","temperature_start","0","19","<raw>"
"recordings","9592","track","0","1/2 upper",""
"recordings","9592","verbatim_species","0","Gomphocerippus rufus",""
"recordings","9592","windshield","0","AKG W10",""
"recordings","9593","cd_id","0","426",""
"recordings","9593","cd_track","0","7",""
"recordings","9593","nhm_tape_number","0","609r6",""
"recordings","9593","project","0","Natural History Museum Sound Archive",""
"recordings","9593","verbatim_species","0","Chorthippus  rubratibialis",""
"recordings","9594","cd_id","0","426",""
"recordings","9594","cd_track","0","8",""
"recordings","9594","nhm_tape_number","0","609r7",""
"recordings","9594","project","0","Natural History Museum Sound Archive",""
"recordings","9594","verbatim_species","0","Proecilimon superbus",""
"recordings","9595","cd_id","0","426",""
"recordings","9595","cd_track","0","9",""
"recordings","9595","nhm_tape_number","0","609r8",""
"recordings","9595","project","0","Natural History Museum Sound Archive",""
"recordings","9595","verbatim_species","0","Chorthippus  rubratibialis",""
"recordings","9596","cd_id","0","426",""
"recordings","9596","cd_track","0","10",""
"recordings","9596","nhm_tape_number","0","609r9",""
"recordings","9596","project","0","Natural History Museum Sound Archive",""
"recordings","9596","verbatim_species","0","Chorthippus  rubratibialis",""
"recordings","9597","air_movement","0","Intermittent breeze",""
"recordings","9597","cd_id","0","426",""
"recordings","9597","cd_track","0","11",""
"recordings","9597","gain_control_position","0","100%",""
"recordings","9597","light","0","Continuous sun",""
"recordings","9597","microphone_distance","0","15","<raw>"
"recordings","9597","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9597","nhm_tape_number","0","609r10",""
"recordings","9597","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20180412160954.jpg",""
"recordings","9597","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20180412161013.jpg",""
"recordings","9597","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20180412161030.jpg",""
"recordings","9597","peak_meter_reading","0","Small deflection",""
"recordings","9597","power_supply","0","Z 214",""
"recordings","9597","project","0","Natural History Museum Sound Archive",""
"recordings","9597","substrate_cage","0","On grass",""
"recordings","9597","tape","0","BASF LP35LH",""
"recordings","9597","tape_speed","0","19","<raw>"
"recordings","9597","temperature_end","0","18","<raw>"
"recordings","9597","temperature_start","0","18","<raw>"
"recordings","9597","track","0","1/2 upper",""
"recordings","9597","verbatim_species","0","Stenobothrus nigromaculatus",""
"recordings","9597","windshield","0","AKG W10",""
"recordings","9598","air_movement","0","Intermittent breeze",""
"recordings","9598","cd_id","0","426",""
"recordings","9598","cd_track","0","12",""
"recordings","9598","gain_control_position","0","100%",""
"recordings","9598","light","0","Continuous sun",""
"recordings","9598","microphone_distance","0","10","<raw>"
"recordings","9598","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9598","nhm_tape_number","0","609r11",""
"recordings","9598","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20170330132912.jpg",""
"recordings","9598","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20170330132932.jpg",""
"recordings","9598","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20170330132951.jpg",""
"recordings","9598","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20170330133011.jpg",""
"recordings","9598","peak_meter_reading","0","Small deflection",""
"recordings","9598","power_supply","0","Z 214",""
"recordings","9598","project","0","Natural History Museum Sound Archive",""
"recordings","9598","substrate_cage","0","On grass",""
"recordings","9598","tape","0","BASF LP35LH",""
"recordings","9598","tape_speed","0","19","<raw>"
"recordings","9598","temperature_end","0","18","<raw>"
"recordings","9598","temperature_start","0","18","<raw>"
"recordings","9598","track","0","1/2 upper",""
"recordings","9598","verbatim_species","0","Euchorthippus declivus",""
"recordings","9598","windshield","0","AKG W10",""
"recordings","9599","air_movement","0","Intermittent breeze",""
"recordings","9599","cd_id","0","426",""
"recordings","9599","cd_track","0","13",""
"recordings","9599","gain_control_position","0","100%",""
"recordings","9599","light","0","Continuous sun",""
"recordings","9599","microphone_distance","0","15","<raw>"
"recordings","9599","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9599","nhm_tape_number","0","609r12",""
"recordings","9599","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20170620142351.jpg",""
"recordings","9599","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20170620142413.jpg",""
"recordings","9599","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20170620142430.jpg",""
"recordings","9599","peak_meter_reading","0","Small deflection",""
"recordings","9599","power_supply","0","Z 214",""
"recordings","9599","project","0","Natural History Museum Sound Archive",""
"recordings","9599","substrate_cage","0","On grass",""
"recordings","9599","tape","0","BASF LP35LH",""
"recordings","9599","tape_speed","0","19","<raw>"
"recordings","9599","temperature_end","0","19","<raw>"
"recordings","9599","temperature_start","0","19","<raw>"
"recordings","9599","track","0","1/2 upper",""
"recordings","9599","verbatim_species","0","Gomphocerippus rufus",""
"recordings","9599","windshield","0","AKG W10",""
"recordings","9600","air_movement","0","Intermittent breeze",""
"recordings","9600","cd_id","0","426",""
"recordings","9600","cd_track","0","14",""
"recordings","9600","gain_control_position","0","85%",""
"recordings","9600","light","0","Continuous sun",""
"recordings","9600","microphone_distance","0","10","<raw>"
"recordings","9600","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9600","nhm_tape_number","0","609r13",""
"recordings","9600","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20180208150132.jpg",""
"recordings","9600","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20180208150154.jpg",""
"recordings","9600","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20180208150213.jpg",""
"recordings","9600","peak_meter_reading","0","Small deflection",""
"recordings","9600","power_supply","0","Z 214",""
"recordings","9600","project","0","Natural History Museum Sound Archive",""
"recordings","9600","substrate_cage","0","on grass",""
"recordings","9600","tape","0","BASF LP35LH",""
"recordings","9600","tape_speed","0","19","<raw>"
"recordings","9600","temperature_end","0","19","<raw>"
"recordings","9600","temperature_start","0","19","<raw>"
"recordings","9600","track","0","1/2 upper",""
"recordings","9600","verbatim_species","0","Omocestus rufipes",""
"recordings","9600","windshield","0","AKG W10",""
"recordings","9601","air_movement","0","Very light breeze",""
"recordings","9601","biotic_factors","0","Courtship song next to female",""
"recordings","9601","cd_id","0","426",""
"recordings","9601","cd_track","0","15",""
"recordings","9601","extraneous_noise","0","Bird calls",""
"recordings","9601","gain_control_position","0","70%",""
"recordings","9601","light","0","Continuous sun",""
"recordings","9601","microphone_distance","0","10","<raw>"
"recordings","9601","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9601","nhm_tape_number","0","610r1",""
"recordings","9601","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20160719101800.jpg",""
"recordings","9601","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20160719101826.jpg",""
"recordings","9601","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20160719101849.jpg",""
"recordings","9601","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20160719101909.jpg",""
"recordings","9601","power_supply","0","Z 214",""
"recordings","9601","project","0","Natural History Museum Sound Archive",""
"recordings","9601","reference_signal","0","1 kHz for 10 s",""
"recordings","9601","substrate_cage","0","On grass",""
"recordings","9601","tape","0","BASF LP35LH",""
"recordings","9601","tape_speed","0","19","<raw>"
"recordings","9601","temperature_end","0","18","<raw>"
"recordings","9601","temperature_start","0","18","<raw>"
"recordings","9601","track","0","1/2 upper",""
"recordings","9601","verbatim_species","0","Chorthippus biguttulus",""
"recordings","9602","air_movement","0","Very light breeze",""
"recordings","9602","cd_id","0","426",""
"recordings","9602","cd_track","0","16",""
"recordings","9602","gain_control_position","0","70%",""
"recordings","9602","light","0","Continuous sun",""
"recordings","9602","microphone_distance","0","10","<raw>"
"recordings","9602","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9602","nhm_tape_number","0","610r2",""
"recordings","9602","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20161213143156.jpg",""
"recordings","9602","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20161213143222.jpg",""
"recordings","9602","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20161213143242.jpg",""
"recordings","9602","peak_meter_reading","0","Small deflection",""
"recordings","9602","power_supply","0","Z 214",""
"recordings","9602","project","0","Natural History Museum Sound Archive",""
"recordings","9602","substrate_cage","0","On grass",""
"recordings","9602","tape","0","BASF LP35LH",""
"recordings","9602","tape_speed","0","19","<raw>"
"recordings","9602","temperature_end","0","18","<raw>"
"recordings","9602","temperature_start","0","18","<raw>"
"recordings","9602","track","0","1/2 upper",""
"recordings","9602","verbatim_species","0","Chorthippus mollis ignifer",""
"recordings","9603","air_movement","0","Very light breeze",""
"recordings","9603","cd_id","0","426",""
"recordings","9603","cd_track","0","17",""
"recordings","9603","gain_control_position","0","70%",""
"recordings","9603","light","0","Continuous sun",""
"recordings","9603","microphone_distance","0","10","<raw>"
"recordings","9603","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9603","nhm_tape_number","0","610r3",""
"recordings","9603","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20160719101927.jpg",""
"recordings","9603","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20160719101950.jpg",""
"recordings","9603","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20160719102009.jpg",""
"recordings","9603","peak_meter_reading","0","Small deflection",""
"recordings","9603","power_supply","0","Z 214",""
"recordings","9603","project","0","Natural History Museum Sound Archive",""
"recordings","9603","substrate_cage","0","On grass",""
"recordings","9603","tape","0","BASF LP35LH",""
"recordings","9603","tape_speed","0","19","<raw>"
"recordings","9603","temperature_end","0","19","<raw>"
"recordings","9603","temperature_start","0","19","<raw>"
"recordings","9603","track","0","1/2 upper",""
"recordings","9603","verbatim_species","0","Chorthippus biguttulus",""
"recordings","9604","air_movement","0","Very light breeze",""
"recordings","9604","cd_id","0","426",""
"recordings","9604","cd_track","0","18",""
"recordings","9604","gain_control_position","0","70%",""
"recordings","9604","light","0","Continuous sun",""
"recordings","9604","microphone_distance","0","10","<raw>"
"recordings","9604","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9604","nhm_tape_number","0","610r4",""
"recordings","9604","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20160719102028.jpg",""
"recordings","9604","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20160719102050.jpg",""
"recordings","9604","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20160719102111.jpg",""
"recordings","9604","peak_meter_reading","0","Small deflection",""
"recordings","9604","power_supply","0","Z 214",""
"recordings","9604","project","0","Natural History Museum Sound Archive",""
"recordings","9604","substrate_cage","0","On grass",""
"recordings","9604","tape","0","BASF LP35LH",""
"recordings","9604","tape_speed","0","19","<raw>"
"recordings","9604","temperature_end","0","21","<raw>"
"recordings","9604","temperature_start","0","21","<raw>"
"recordings","9604","track","0","1/2 upper",""
"recordings","9604","verbatim_species","0","Chorthippus biguttulus",""
"recordings","9605","air_movement","0","Very light breeze",""
"recordings","9605","biotic_factors","0","Both songs were of courtship type although subject was isolated.",""
"recordings","9605","cd_id","0","426",""
"recordings","9605","cd_track","0","19",""
"recordings","9605","gain_control_position","0","70%",""
"recordings","9605","light","0","Continuous sun",""
"recordings","9605","microphone_distance","0","10","<raw>"
"recordings","9605","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9605","nhm_tape_number","0","610r5",""
"recordings","9605","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20161213143305.jpg",""
"recordings","9605","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20161213143326.jpg",""
"recordings","9605","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20161213143347.jpg",""
"recordings","9605","peak_meter_reading","0","Small deflection",""
"recordings","9605","power_supply","0","Z 214",""
"recordings","9605","project","0","Natural History Museum Sound Archive",""
"recordings","9605","substrate_cage","0","On grass",""
"recordings","9605","tape","0","BASF LP35LH",""
"recordings","9605","tape_speed","0","19","<raw>"
"recordings","9605","temperature_end","0","21","<raw>"
"recordings","9605","temperature_start","0","21","<raw>"
"recordings","9605","track","0","1/2 upper",""
"recordings","9605","verbatim_species","0","Chorthippus mollis ignifer",""
"recordings","9606","air_movement","0","Very light breeze",""
"recordings","9606","biotic_factors","0","Both songs were of courtship type although subject was isolated. Another male was seen producing songs of this type next to a female. The hind legs are in high position for the after song, during which the body is swayed slightly from side to side",""
"recordings","9606","cd_id","0","426",""
"recordings","9606","cd_track","0","20",""
"recordings","9606","gain_control_position","0","70%",""
"recordings","9606","light","0","Continuous sun",""
"recordings","9606","microphone_distance","0","10","<raw>"
"recordings","9606","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9606","nhm_tape_number","0","610r6",""
"recordings","9606","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20161213143405.jpg",""
"recordings","9606","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20161213143426.jpg",""
"recordings","9606","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20161213143447.jpg",""
"recordings","9606","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20161213143511.jpg",""
"recordings","9606","peak_meter_reading","0","Small deflection",""
"recordings","9606","power_supply","0","Z 214",""
"recordings","9606","project","0","Natural History Museum Sound Archive",""
"recordings","9606","substrate_cage","0","On grass",""
"recordings","9606","tape","0","BASF LP35LH",""
"recordings","9606","tape_speed","0","19","<raw>"
"recordings","9606","temperature_end","0","21","<raw>"
"recordings","9606","temperature_start","0","21","<raw>"
"recordings","9606","track","0","1/2 upper",""
"recordings","9606","verbatim_species","0","Chorthippus mollis ignifer",""
"recordings","9607","air_movement","0","Very light breeze",""
"recordings","9607","biotic_factors","0","Second song was of courtship type although subject was isolated",""
"recordings","9607","cd_id","0","426",""
"recordings","9607","cd_track","0","21",""
"recordings","9607","gain_control_position","0","70%",""
"recordings","9607","light","0","Continuous sun",""
"recordings","9607","microphone_distance","0","10","<raw>"
"recordings","9607","microphone_power_supply","0","AKG D202 (LF circuit off)",""
"recordings","9607","nhm_tape_number","0","610r7",""
"recordings","9607","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20161213143535.jpg",""
"recordings","9607","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20161213143557.jpg",""
"recordings","9607","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20161213143615.jpg",""
"recordings","9607","peak_meter_reading","0","Small deflection",""
"recordings","9607","power_supply","0","Z 214",""
"recordings","9607","project","0","Natural History Museum Sound Archive",""
"recordings","9607","substrate_cage","0","On grass",""
"recordings","9607","tape","0","BASF LP35LH",""
"recordings","9607","tape_speed","0","19","<raw>"
"recordings","9607","temperature_end","0","22","<raw>"
"recordings","9607","temperature_start","0","22","<raw>"
"recordings","9607","track","0","1/2 upper",""
"recordings","9607","verbatim_species","0","Chorthippus mollis ignifer",""
"recordings","9608","air_movement","0","Nil",""
"recordings","9608","biotic_factors","0","* subject had been in light until one minute before recording
Other biotic factors see Source Metadatasheet",""
"recordings","9608","cd_id","0","426",""
"recordings","9608","cd_track","0","22",""
"recordings","9608","filter","0","Low pass, 24 dB per octave, corner frequency 20 kHz",""
"recordings","9608","gain_control_position","0","See Source Metadata sheet",""
"recordings","9608","humidity_end","0","30","<raw>"
"recordings","9608","humidity_start","0","30","<raw>"
"recordings","9608","light","0","Dim, through observation window *",""
"recordings","9608","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","9608","nhm_tape_number","0","613a",""
"recordings","9608","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20151103160426.jpg",""
"recordings","9608","peak_meter_reading","0","See Source Metadata sheet",""
"recordings","9608","power_supply","0","QED705/ ATN2",""
"recordings","9608","project","0","Natural History Museum Sound Archive",""
"recordings","9608","reference_signal","0","1 kHz for 10 s",""
"recordings","9608","substrate_cage","0","Large recording cage",""
"recordings","9608","tape","0","BASF SPR50LH",""
"recordings","9608","temperature_end","0","25","<raw>"
"recordings","9608","temperature_start","0","25","<raw>"
"recordings","9608","track","0","Full",""
"recordings","9608","verbatim_species","0","Poecilimon schmidti",""
"recordings","9609","air_movement","0","Nil",""
"recordings","9609","biotic_factors","0","*Subject had been in light until one minute before recording.

Biotic factors see Source Metadata sheet",""
"recordings","9609","cd_id","0","426",""
"recordings","9609","cd_track","0","23",""
"recordings","9609","filter","0","Low pass, 24 dB per octave, corner frequency 20 kHz",""
"recordings","9609","gain_control_position","0","See Source Metadata sheet",""
"recordings","9609","humidity_end","0","30","<raw>"
"recordings","9609","humidity_start","0","30","<raw>"
"recordings","9609","light","0","Dim, through observation window *",""
"recordings","9609","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","9609","nhm_tape_number","0","613b",""
"recordings","9609","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20151103160426.jpg",""
"recordings","9609","peak_meter_reading","0","See Source Metadata sheet",""
"recordings","9609","power_supply","0","QED705/ ATN2",""
"recordings","9609","project","0","Natural History Museum Sound Archive",""
"recordings","9609","reference_signal","0","1 kHz for 10 s",""
"recordings","9609","substrate_cage","0","Large recording cage",""
"recordings","9609","tape","0","BASF SPR50LH",""
"recordings","9609","temperature_end","0","25","<raw>"
"recordings","9609","temperature_start","0","25","<raw>"
"recordings","9609","track","0","Full",""
"recordings","9609","verbatim_species","0","Poecilimon schmidti",""
"recordings","9610","air_movement","0","Nil",""
"recordings","9610","biotic_factors","0","Isolated male",""
"recordings","9610","cd_id","0","427",""
"recordings","9610","cd_track","0","1",""
"recordings","9610","filter","0","Low pass, 24 dB per octave, corner frequency 20 kHz",""
"recordings","9610","gain_control_position","0","See Source Metadata sheet",""
"recordings","9610","humidity_end","0","35","<raw>"
"recordings","9610","humidity_start","0","35","<raw>"
"recordings","9610","light","0","Dim, through observation window ",""
"recordings","9610","microphone_distance","0","10","<raw>"
"recordings","9610","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","9610","nhm_tape_number","0","623a",""
"recordings","9610","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20151103160446.jpg",""
"recordings","9610","peak_meter_reading","0","See Source Metadata sheet",""
"recordings","9610","power_supply","0","QED705/ ATN2",""
"recordings","9610","project","0","Natural History Museum Sound Archive",""
